,age,job,marital,education,default,balance,housing,loan,contact,duration,campaign,pdays,previous,poutcome,y,day_of_the_year
970,52,technician,married,secondary,no,3554,no,yes,cellular,89,1,-1,0,unknown,0,190
971,35,blue-collar,married,primary,no,3587,yes,no,unknown,148,4,-1,0,unknown,0,151
972,33,management,single,tertiary,no,71,no,no,cellular,107,6,-1,0,unknown,0,235
973,69,retired,married,primary,no,579,no,no,cellular,230,1,-1,0,unknown,0,227
974,40,blue-collar,married,primary,no,1136,yes,no,unknown,86,1,-1,0,unknown,0,142
975,42,retired,single,tertiary,no,308,no,no,cellular,114,2,-1,0,unknown,0,30
976,32,blue-collar,single,primary,no,882,no,yes,cellular,80,8,-1,0,unknown,0,211
977,35,admin.,divorced,secondary,no,3636,no,yes,cellular,808,2,-1,0,unknown,1,326
978,64,retired,married,unknown,no,2923,no,no,cellular,120,1,-1,0,unknown,0,72
979,47,blue-collar,married,primary,no,881,yes,no,cellular,143,1,370,2,failure,0,135
980,46,services,married,secondary,no,1550,yes,no,cellular,126,2,149,8,failure,0,107
981,52,technician,married,secondary,no,1781,yes,no,unknown,144,2,-1,0,unknown,0,140
982,29,entrepreneur,single,secondary,no,404,no,no,cellular,413,3,-1,0,unknown,0,30
983,30,technician,single,tertiary,no,1922,yes,no,cellular,546,1,-1,0,unknown,0,139
984,36,admin.,married,unknown,no,2323,no,no,cellular,111,1,-1,0,unknown,0,324
985,59,retired,married,primary,no,1427,no,no,unknown,140,2,-1,0,unknown,0,170
986,38,self-employed,married,secondary,no,279,yes,no,unknown,110,5,-1,0,unknown,0,149
987,28,technician,single,tertiary,no,172,yes,yes,cellular,194,2,-1,0,unknown,0,33
988,41,blue-collar,married,secondary,no,-217,yes,no,cellular,313,1,349,3,other,0,132
989,32,management,single,tertiary,no,656,yes,yes,cellular,148,2,-1,0,unknown,0,111
990,35,management,single,secondary,no,81,yes,no,cellular,79,1,-1,0,unknown,0,29
991,72,blue-collar,married,primary,no,4415,no,no,telephone,120,1,-1,0,unknown,0,287
992,55,services,married,secondary,no,-31,no,yes,cellular,81,2,-1,0,unknown,0,226
993,40,services,divorced,secondary,no,1927,yes,no,unknown,62,1,-1,0,unknown,0,136
994,54,retired,married,primary,no,0,yes,no,cellular,159,2,-1,0,unknown,0,193
995,34,admin.,married,tertiary,no,35,yes,no,cellular,76,1,69,2,failure,0,289
996,43,management,divorced,tertiary,no,497,no,no,cellular,66,1,363,22,failure,0,134
997,41,blue-collar,married,primary,no,293,yes,yes,cellular,102,1,-1,0,unknown,0,128
998,41,admin.,married,secondary,no,920,yes,yes,unknown,239,1,-1,0,unknown,0,148
999,37,services,married,secondary,no,4760,yes,no,cellular,187,2,-1,0,unknown,0,325
1000,55,retired,married,secondary,no,4194,no,yes,telephone,208,3,-1,0,unknown,0,212
1001,29,admin.,single,secondary,no,1992,no,no,cellular,202,1,87,2,failure,0,190
1002,26,entrepreneur,single,tertiary,no,81,no,no,cellular,262,3,-1,0,unknown,0,203
1003,51,blue-collar,married,primary,no,-11,no,no,telephone,126,4,-1,0,unknown,0,198
1004,33,blue-collar,married,secondary,no,249,yes,no,cellular,61,4,-1,0,unknown,0,213
1005,29,management,single,tertiary,no,15459,no,no,cellular,245,3,97,7,success,0,147
1006,27,student,single,tertiary,no,118,no,no,cellular,112,1,-1,0,unknown,0,146
1007,28,student,single,secondary,no,459,no,no,cellular,83,13,-1,0,unknown,0,76
1008,36,technician,married,secondary,no,300,no,no,unknown,287,1,-1,0,unknown,0,161
1009,46,blue-collar,married,secondary,no,137,no,no,unknown,252,3,-1,0,unknown,0,172
1010,40,technician,married,secondary,no,990,yes,no,cellular,252,3,-1,0,unknown,0,37
1011,41,blue-collar,single,secondary,no,75,yes,no,unknown,479,9,-1,0,unknown,1,183
1012,25,technician,single,secondary,no,959,no,no,cellular,144,5,-1,0,unknown,0,191
1013,56,admin.,married,secondary,no,1270,yes,no,cellular,80,2,165,2,other,0,322
1014,36,management,single,tertiary,no,1531,yes,no,cellular,81,3,170,1,failure,0,129
1015,42,unemployed,married,secondary,no,8131,yes,no,unknown,69,1,-1,0,unknown,0,151
1016,35,technician,married,secondary,no,4508,yes,no,cellular,854,1,-1,0,unknown,1,323
1017,55,housemaid,married,secondary,no,139,no,no,cellular,256,2,-1,0,unknown,0,235
1018,49,blue-collar,married,primary,no,365,no,no,unknown,59,2,-1,0,unknown,0,147
1019,33,technician,divorced,secondary,yes,10,yes,yes,cellular,167,5,-1,0,unknown,0,323
1020,37,services,single,secondary,no,1175,yes,no,cellular,102,1,333,2,failure,0,136
1021,41,management,married,tertiary,no,51,no,no,cellular,140,8,-1,0,unknown,0,238
1022,51,housemaid,married,primary,no,30,yes,no,cellular,333,2,-1,0,unknown,0,196
1023,60,retired,married,tertiary,no,225,no,no,cellular,54,2,-1,0,unknown,0,232
1024,36,admin.,married,secondary,no,725,yes,no,cellular,123,3,99,8,failure,0,58
1025,41,blue-collar,single,secondary,yes,-386,no,yes,cellular,477,1,-1,0,unknown,1,325
1026,48,blue-collar,married,primary,no,750,yes,no,cellular,90,6,-1,0,unknown,0,139
1027,38,entrepreneur,single,secondary,no,2543,no,no,cellular,223,1,414,4,failure,1,223
1028,35,blue-collar,single,primary,no,1147,yes,yes,telephone,29,1,-1,0,unknown,0,128
1029,54,admin.,married,secondary,no,865,yes,no,cellular,71,1,-1,0,unknown,0,322
1030,32,services,married,secondary,no,180,yes,no,telephone,45,2,-1,0,unknown,0,136
1031,24,admin.,married,secondary,no,299,yes,no,cellular,209,1,321,1,failure,0,127
1032,42,unemployed,divorced,tertiary,no,-166,no,no,cellular,85,4,-1,0,unknown,0,242
1033,57,services,single,primary,no,3777,yes,no,telephone,65,2,-1,0,unknown,0,134
1034,39,technician,married,secondary,no,9121,no,no,unknown,147,1,-1,0,unknown,0,157
1035,37,technician,divorced,secondary,no,2610,yes,no,cellular,53,1,-1,0,unknown,0,134
1036,57,self-employed,married,tertiary,yes,-3313,yes,yes,unknown,153,1,-1,0,unknown,0,130
1037,37,technician,single,secondary,no,2442,no,no,cellular,91,3,-1,0,unknown,1,47
1038,56,admin.,married,unknown,no,2038,no,no,cellular,405,1,305,1,success,0,39
1039,33,blue-collar,married,tertiary,no,1465,no,no,cellular,98,4,-1,0,unknown,0,232
1040,33,management,married,tertiary,no,752,yes,no,cellular,104,4,-1,0,unknown,0,224
1041,45,admin.,married,secondary,no,72,yes,yes,cellular,262,2,352,2,failure,0,136
1042,58,admin.,single,secondary,no,2223,no,no,cellular,1139,2,114,1,success,0,339
1043,39,blue-collar,married,primary,no,3705,yes,no,unknown,77,1,-1,0,unknown,0,168
1044,35,blue-collar,single,unknown,no,871,yes,no,unknown,216,3,-1,0,unknown,0,158
1045,50,management,married,tertiary,no,-470,yes,no,cellular,506,2,170,3,failure,0,129
1046,21,student,single,secondary,no,6844,no,no,cellular,126,3,127,7,other,0,227
1047,58,blue-collar,divorced,primary,no,8218,yes,no,cellular,124,10,-1,0,unknown,0,213
1048,44,entrepreneur,married,tertiary,no,0,yes,no,unknown,300,1,-1,0,unknown,0,191
1049,31,management,single,tertiary,no,2590,no,no,cellular,103,2,484,2,other,0,267
1050,27,technician,single,secondary,no,842,no,no,cellular,273,1,91,1,other,0,212
1051,30,self-employed,married,secondary,no,123,no,yes,unknown,66,1,85,5,other,0,199
1052,34,blue-collar,single,secondary,no,186,no,no,cellular,342,1,-1,0,unknown,0,33
1053,53,unknown,married,primary,no,732,no,no,cellular,759,2,-1,0,unknown,1,301
1054,41,blue-collar,married,secondary,no,343,yes,no,unknown,89,7,-1,0,unknown,0,135
1055,56,retired,married,primary,no,1906,no,yes,unknown,45,9,-1,0,unknown,0,171
1056,36,self-employed,married,tertiary,no,307,yes,no,cellular,341,1,330,2,other,0,135
1057,34,technician,married,secondary,no,-136,yes,yes,cellular,131,2,-1,0,unknown,0,225
1058,57,management,married,tertiary,no,2416,no,no,cellular,74,2,-1,0,unknown,0,224
1059,31,technician,single,unknown,no,694,yes,no,unknown,431,2,-1,0,unknown,0,158
1060,35,services,divorced,secondary,no,67,yes,no,cellular,192,2,-1,0,unknown,0,126
1061,31,management,married,tertiary,no,395,yes,no,cellular,155,3,-1,0,unknown,0,40
1062,26,unemployed,single,secondary,no,1064,no,no,unknown,113,1,-1,0,unknown,0,152
1063,27,self-employed,single,secondary,no,49,yes,no,cellular,208,2,-1,0,unknown,0,30
1064,30,self-employed,married,secondary,no,1772,yes,no,cellular,158,4,-1,0,unknown,0,104
1065,50,management,married,secondary,no,732,no,no,cellular,736,7,-1,0,unknown,0,98
1066,33,technician,married,secondary,no,1844,yes,no,unknown,241,3,-1,0,unknown,0,150
1067,23,admin.,single,secondary,no,5,no,no,unknown,413,1,-1,0,unknown,0,133
1068,33,admin.,divorced,secondary,no,818,yes,yes,cellular,301,3,-1,0,unknown,0,107
1069,51,management,divorced,tertiary,no,0,no,no,cellular,60,2,-1,0,unknown,0,226
1070,38,self-employed,married,secondary,no,746,no,no,unknown,256,3,-1,0,unknown,0,172
1071,30,services,married,secondary,no,699,yes,no,unknown,544,1,-1,0,unknown,0,150
1072,37,unemployed,married,secondary,no,1978,no,no,cellular,404,1,182,1,success,1,253
1073,57,retired,married,primary,no,5799,no,no,unknown,97,1,-1,0,unknown,0,169
1074,48,admin.,divorced,unknown,no,-70,no,no,cellular,243,1,-1,0,unknown,0,135
1075,31,blue-collar,married,secondary,no,1407,yes,no,cellular,142,3,-1,0,unknown,0,127
1076,33,services,married,secondary,no,90,yes,no,cellular,263,2,-1,0,unknown,0,210
1077,36,services,single,secondary,no,774,yes,no,cellular,231,2,259,1,failure,0,34
1078,34,management,single,unknown,no,1534,yes,no,cellular,156,1,147,7,other,0,107
1079,37,entrepreneur,married,tertiary,no,7944,no,no,cellular,102,1,-1,0,unknown,0,326
1080,40,blue-collar,married,primary,no,1206,no,yes,telephone,201,5,-1,0,unknown,0,198
1081,49,management,single,secondary,no,61,yes,no,cellular,185,2,246,1,failure,0,29
1082,55,housemaid,divorced,primary,no,976,no,no,cellular,345,1,94,3,other,1,180
1083,56,retired,divorced,secondary,no,212,no,yes,telephone,27,1,-1,0,unknown,0,199
1084,37,management,married,tertiary,no,5106,no,no,cellular,244,1,-1,0,unknown,1,121
1085,38,management,single,tertiary,no,11971,yes,no,unknown,609,2,101,3,failure,0,322
1086,43,blue-collar,married,primary,no,778,yes,yes,unknown,284,5,-1,0,unknown,0,136
1087,40,blue-collar,married,primary,no,-335,yes,no,unknown,260,1,-1,0,unknown,0,148
1088,39,blue-collar,married,primary,no,1506,yes,no,cellular,299,2,-1,0,unknown,0,132
1089,50,self-employed,divorced,tertiary,no,13,yes,no,cellular,76,1,-1,0,unknown,1,111
1090,39,technician,married,secondary,no,6,yes,no,cellular,122,3,357,4,failure,0,139
1091,28,admin.,married,secondary,no,12,yes,no,cellular,73,3,256,3,other,0,30
1092,31,management,married,tertiary,no,0,no,no,unknown,298,1,-1,0,unknown,0,135
1093,47,self-employed,married,secondary,yes,2,no,no,cellular,236,2,-1,0,unknown,0,36
1094,47,technician,divorced,tertiary,no,477,yes,no,telephone,973,1,366,1,failure,0,128
1095,45,blue-collar,married,primary,no,97,yes,no,unknown,923,3,-1,0,unknown,0,128
1096,49,admin.,married,secondary,no,13229,no,yes,telephone,77,2,-1,0,unknown,0,190
1097,37,blue-collar,married,primary,no,0,yes,no,cellular,226,1,363,3,other,0,127
1098,56,services,married,secondary,no,705,yes,no,unknown,151,2,-1,0,unknown,0,150
1099,44,management,married,secondary,no,2984,yes,no,unknown,770,2,-1,0,unknown,0,136
1100,33,services,married,secondary,no,-333,yes,no,cellular,329,5,-1,0,unknown,0,212
1101,50,management,married,unknown,no,3304,no,no,unknown,1009,2,-1,0,unknown,0,157
1102,44,management,single,tertiary,no,1424,yes,no,cellular,201,2,-1,0,unknown,0,221
1103,36,blue-collar,married,primary,no,0,yes,no,cellular,618,2,-1,0,unknown,0,323
1104,30,management,married,tertiary,no,877,no,no,cellular,202,1,83,5,failure,0,226
1105,32,technician,married,tertiary,no,-1053,yes,no,cellular,357,3,-1,0,unknown,0,203
1106,44,services,married,secondary,no,27,no,no,cellular,485,1,-1,0,unknown,0,146
1107,47,technician,married,secondary,no,-75,yes,no,cellular,57,1,247,1,other,0,35
1108,32,management,single,tertiary,no,151,yes,no,unknown,118,1,-1,0,unknown,0,127
1109,22,student,single,secondary,no,246,yes,no,telephone,25,1,-1,0,unknown,0,133
1110,46,management,divorced,tertiary,no,743,no,no,unknown,36,2,-1,0,unknown,0,157
1111,48,technician,married,secondary,no,302,yes,no,unknown,208,3,-1,0,unknown,0,147
1112,32,technician,married,secondary,no,253,yes,no,unknown,257,3,-1,0,unknown,0,156
1113,58,retired,married,secondary,no,983,no,no,cellular,139,1,-1,0,unknown,0,218
1114,27,unknown,single,tertiary,no,6421,no,no,telephone,147,4,-1,0,unknown,0,28
1115,33,management,married,tertiary,no,4020,yes,yes,cellular,251,1,-1,0,unknown,0,106
1116,50,management,married,tertiary,no,4,no,no,cellular,223,1,96,2,failure,0,322
1117,32,technician,married,secondary,no,782,yes,no,unknown,116,4,-1,0,unknown,0,147
1118,32,blue-collar,married,secondary,no,456,no,no,cellular,121,1,-1,0,unknown,0,133
1119,35,blue-collar,married,secondary,no,280,yes,yes,cellular,65,50,-1,0,unknown,0,213
1120,49,technician,married,tertiary,no,279,yes,no,unknown,168,4,-1,0,unknown,0,140
1121,37,unemployed,married,unknown,no,4565,no,no,cellular,369,1,-1,0,unknown,0,248
1122,32,blue-collar,married,primary,no,66,no,no,cellular,244,1,-1,0,unknown,0,324
1123,49,technician,married,secondary,no,2718,no,no,unknown,114,2,-1,0,unknown,0,140
1124,36,services,married,secondary,no,3064,yes,no,telephone,240,3,107,4,failure,0,239
1125,35,services,married,secondary,no,181,yes,no,cellular,5,3,-1,0,unknown,0,213
1126,56,services,married,secondary,no,22196,yes,no,cellular,189,1,-1,0,unknown,0,326
1127,35,technician,single,tertiary,no,3552,no,no,cellular,267,1,-1,0,unknown,0,326
1128,35,entrepreneur,single,tertiary,no,145,yes,no,cellular,799,2,-1,0,unknown,1,200
1129,56,entrepreneur,divorced,primary,no,29,no,no,cellular,52,2,227,1,failure,0,29
1130,31,management,married,secondary,no,1368,yes,no,cellular,129,4,-1,0,unknown,0,225
1131,58,admin.,married,secondary,no,3496,yes,no,unknown,111,4,-1,0,unknown,0,154
1132,50,blue-collar,married,secondary,no,2320,yes,no,cellular,310,1,-1,0,unknown,0,98
1133,52,management,divorced,tertiary,no,907,yes,no,unknown,104,2,-1,0,unknown,0,156
1134,41,admin.,single,secondary,no,-256,no,yes,unknown,35,3,-1,0,unknown,0,130
1135,66,management,married,tertiary,no,2169,no,no,cellular,282,1,-1,0,unknown,0,189
1136,34,management,single,tertiary,no,5086,no,no,cellular,213,4,-1,0,unknown,1,146
1137,38,technician,married,tertiary,no,1042,yes,no,cellular,419,2,-1,0,unknown,0,35
1138,45,management,married,tertiary,no,6945,no,no,cellular,131,5,356,3,failure,0,218
1139,49,entrepreneur,married,primary,no,563,no,no,unknown,84,1,-1,0,unknown,0,171
1140,59,management,divorced,tertiary,no,7813,yes,no,cellular,75,1,-1,0,unknown,0,326
1141,30,management,single,tertiary,no,201,yes,no,cellular,325,2,-1,0,unknown,1,77
1142,31,admin.,married,secondary,no,314,yes,no,cellular,279,1,-1,0,unknown,0,108
1143,41,entrepreneur,married,tertiary,no,221,yes,no,unknown,57,2,-1,0,unknown,0,135
1144,32,services,married,secondary,no,61,yes,no,cellular,529,5,-1,0,unknown,0,190
1145,35,blue-collar,married,primary,no,-12,yes,no,unknown,212,5,-1,0,unknown,0,133
1146,60,management,married,primary,no,4895,no,no,unknown,313,1,-1,0,unknown,0,161
1147,38,blue-collar,married,primary,no,1679,yes,no,unknown,21,18,-1,0,unknown,0,172
1148,38,self-employed,divorced,tertiary,no,1513,no,no,cellular,330,1,342,1,failure,0,128
1149,32,admin.,single,secondary,no,2817,yes,no,cellular,195,1,-1,0,unknown,0,326
1150,47,technician,married,secondary,no,3973,no,no,cellular,732,2,-1,0,unknown,0,219
1151,31,self-employed,single,secondary,no,1086,no,no,cellular,410,1,-1,0,unknown,0,325
1152,56,admin.,divorced,secondary,no,3337,yes,no,telephone,99,3,-1,0,unknown,0,322
1153,47,blue-collar,married,secondary,no,1996,no,no,unknown,761,2,-1,0,unknown,1,157
1154,34,technician,married,tertiary,no,197,no,no,cellular,78,3,-1,0,unknown,1,233
1155,31,management,married,tertiary,no,4945,no,no,cellular,445,1,-1,0,unknown,0,224
1156,54,self-employed,divorced,primary,no,4382,yes,no,telephone,193,4,-1,0,unknown,0,139
1157,47,technician,married,secondary,no,1990,yes,yes,cellular,108,4,-1,0,unknown,0,238
1158,37,blue-collar,divorced,secondary,no,33,yes,no,cellular,106,2,167,1,failure,0,325
1159,44,admin.,married,secondary,no,5181,yes,yes,cellular,18,7,-1,0,unknown,0,213
1160,27,services,married,secondary,no,100,no,no,cellular,57,2,-1,0,unknown,0,198
1161,51,services,divorced,secondary,no,518,yes,no,telephone,76,1,-1,0,unknown,0,322
1162,36,admin.,single,secondary,no,0,no,no,cellular,637,1,-1,0,unknown,0,111
1163,38,management,single,tertiary,no,104,yes,no,cellular,606,3,-1,0,unknown,1,127
1164,30,services,divorced,secondary,no,-94,yes,no,cellular,41,2,-1,0,unknown,0,196
1165,54,housemaid,married,secondary,no,209,yes,yes,cellular,97,1,-1,0,unknown,0,207
1166,46,management,divorced,secondary,no,-852,no,yes,cellular,728,2,-1,0,unknown,0,242
1167,48,blue-collar,married,secondary,no,741,yes,no,cellular,227,1,-1,0,unknown,0,107
1168,41,blue-collar,married,secondary,no,338,yes,no,unknown,87,1,-1,0,unknown,0,135
1169,34,technician,married,secondary,no,209,yes,yes,cellular,375,2,-1,0,unknown,0,99
1170,38,blue-collar,single,secondary,no,13156,yes,no,cellular,291,4,331,1,failure,0,108
1171,46,management,single,tertiary,no,2154,yes,no,cellular,87,4,-1,0,unknown,0,203
1172,29,services,single,unknown,no,33,no,no,unknown,161,1,-1,0,unknown,0,183
1173,54,blue-collar,married,secondary,no,0,no,no,telephone,1366,1,150,1,failure,0,107
1174,50,housemaid,single,unknown,no,0,no,no,telephone,118,8,-1,0,unknown,0,210
1175,37,management,divorced,secondary,no,414,no,no,cellular,293,2,162,4,failure,0,29
1176,47,blue-collar,divorced,primary,no,1279,yes,no,cellular,479,2,-1,0,unknown,0,37
1177,59,retired,married,unknown,no,1033,no,no,unknown,1199,1,-1,0,unknown,1,163
1178,47,admin.,married,secondary,no,310,yes,yes,telephone,128,6,-1,0,unknown,0,227
1179,59,self-employed,married,tertiary,no,3800,no,yes,cellular,70,1,-1,0,unknown,0,191
1180,34,blue-collar,single,secondary,no,-72,yes,no,cellular,273,5,-1,0,unknown,0,189
1181,41,self-employed,married,secondary,no,28,yes,no,cellular,49,1,-1,0,unknown,0,132
1182,49,unemployed,married,tertiary,no,-471,yes,no,cellular,77,3,185,7,failure,0,325
1183,43,blue-collar,married,secondary,no,10910,yes,no,cellular,66,2,-1,0,unknown,0,136
1184,52,technician,married,secondary,no,64,no,no,telephone,20,2,-1,0,unknown,0,242
1185,46,blue-collar,divorced,primary,no,1712,no,no,unknown,110,1,-1,0,unknown,0,171
1186,31,unemployed,married,tertiary,no,591,no,no,cellular,161,2,-1,0,unknown,0,326
1187,26,blue-collar,married,secondary,no,245,yes,no,unknown,16,11,-1,0,unknown,0,147
1188,36,retired,single,secondary,no,101,yes,yes,unknown,314,1,-1,0,unknown,0,147
1189,52,blue-collar,married,primary,no,1331,yes,no,cellular,213,2,-1,0,unknown,0,211
1190,40,management,single,tertiary,no,1361,no,no,cellular,1473,1,-1,0,unknown,1,29
1191,45,admin.,married,secondary,no,248,no,no,cellular,212,2,-1,0,unknown,0,198
1192,36,blue-collar,married,primary,no,123,yes,no,cellular,9,1,-1,0,unknown,0,139
1193,38,management,married,tertiary,no,126,yes,no,unknown,164,2,-1,0,unknown,0,142
1194,31,management,single,tertiary,no,6248,yes,no,unknown,154,2,-1,0,unknown,0,130
1195,48,admin.,married,secondary,no,3064,yes,no,telephone,159,2,-1,0,unknown,0,197
1196,52,blue-collar,married,primary,no,36,no,no,cellular,109,2,-1,0,unknown,0,226
1197,47,technician,married,primary,no,145,yes,no,unknown,157,6,-1,0,unknown,0,128
1198,34,technician,single,tertiary,no,228,yes,no,cellular,387,4,-1,0,unknown,0,204
1199,59,management,married,tertiary,no,0,no,no,cellular,87,4,-1,0,unknown,0,240
